Position,Track Name,Artist,Streams,URL,date,region
190,Who Do You Love,The Chainsmokers,1559042,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,2019-07-04,usa
191,Don't Stop Believin',Journey,1556048,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,2019-07-04,usa
192,Floating (feat. 21 Savage),ScHoolboy Q,1552879,https://open.spotify.com/track/4NN6N5TxBO5k9uqu0W4gfQ,2019-07-04,usa
193,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,1549943,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS,2019-07-04,usa
194,bellyache,Billie Eilish,1542991,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,2019-07-04,usa
195,CYANIDE,Daniel Caesar,1533002,https://open.spotify.com/track/3uouaAVXpQR3X8RYkJyitQ,2019-07-04,usa
196,changes,XXXTENTACION,1528530,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2019-07-04,usa
197,Te Robaré,Nicky Jam,1520231,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-07-04,usa
198,Civil War,Russ,1519727,https://open.spotify.com/track/5tmu5pAFHkUSl8Fo8ncyA4,2019-07-04,usa
199,Thunder,Imagine Dragons,1517189,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019-07-04,usa
200,Mr. Brightside,The Killers,1514572,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,2019-07-04,usa
1,Ransom,Lil Tecca,11038808,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,2019-08-01,usa
2,Señorita,Shawn Mendes,9659451,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-01,usa
3,Truth Hurts,Lizzo,9122327,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,2019-08-01,usa
4,Goodbyes (Feat. Young Thug),Post Malone,8944694,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-08-01,usa
5,Money In The Grave (Drake ft. Rick Ross),Drake,8177467,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2019-08-01,usa
6,Panini,Lil Nas X,7795403,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,2019-08-01,usa
7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,6414147,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-08-01,usa
8,Beautiful People (feat. Khalid),Ed Sheeran,6208974,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-08-01,usa
9,No Guidance (feat. Drake),Chris Brown,6055241,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2019-08-01,usa
10,Hot Shower,Chance the Rapper,6049253,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf,2019-08-01,usa
11,Suge,DaBaby,5900442,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2019-08-01,usa
12,Lalala,Y2K,5666864,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2019-08-01,usa
13,How Do You Sleep?,Sam Smith,5317605,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-01,usa
14,The London (feat. J. Cole & Travis Scott),Young Thug,5219135,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx,2019-08-01,usa
15,bad guy,Billie Eilish,5208397,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-01,usa
16,Pop Out (feat. Lil Tjay),Polo G,4631718,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,2019-08-01,usa
17,Old Town Road - Remix,Lil Nas X,4594119,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-01,usa
18,Takeaway,The Chainsmokers,4582454,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,2019-08-01,usa
19,Gold Roses (feat. Drake),Rick Ross,4483677,https://open.spotify.com/track/4aPB8rSxGFISs0o6V2LrTy,2019-08-01,usa
20,Antisocial (with Travis Scott),Ed Sheeran,4427660,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,2019-08-01,usa
21,One Thing Right,Marshmello,4418097,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,2019-08-01,usa
22,I Don't Care (with Justin Bieber),Ed Sheeran,4354274,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-01,usa
23,The Archer,Taylor Swift,4342435,https://open.spotify.com/track/3Y7MHz19qCg1Pkxridtu1k,2019-08-01,usa
24,Talk,Khalid,4324687,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019-08-01,usa
25,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,4135497,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS,2019-08-01,usa
26,bad guy (with Justin Bieber),Billie Eilish,4074282,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,2019-08-01,usa
27,Someone You Loved,Lewis Capaldi,4072381,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-08-01,usa
28,Rodeo,Lil Nas X,3985077,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,2019-08-01,usa
29,Do You Remember,Chance the Rapper,3953158,https://open.spotify.com/track/67xBtV07CC73eFw7z5oCvU,2019-08-01,usa
30,Baby,Quality Control,3902309,https://open.spotify.com/track/2nKYHpmwjLaEOXS3o7QMiz,2019-08-01,usa
31,Good as Hell,Lizzo,3877457,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF,2019-08-01,usa
32,It's You,Ali Gatie,3843307,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,2019-08-01,usa
33,EARFQUAKE,"Tyler, The Creator",3644318,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,2019-08-01,usa
34,Wow.,Post Malone,3630033,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019-08-01,usa
35,MIDDLE CHILD,J. Cole,3607484,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-08-01,usa
36,All Day Long,Chance the Rapper,3533729,https://open.spotify.com/track/1g3ErLqysBJ5EIGdYYMWFZ,2019-08-01,usa
37,If I Can't Have You,Shawn Mendes,3505020,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2019-08-01,usa
38,You Need To Calm Down,Taylor Swift,3455590,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,2019-08-01,usa
39,"Go Loko (feat. Tyga, Jon Z)",YG,3447799,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,2019-08-01,usa
40,The Git Up,Blanco Brown,3435022,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,2019-08-01,usa
41,China,Anuel AA,3294228,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-01,usa
42,Callaita,Bad Bunny,3216426,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-01,usa
43,Sanguine Paradise,Lil Uzi Vert,3213510,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,2019-08-01,usa
44,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3171724,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo,2019-08-01,usa
45,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,3098439,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-08-01,usa
46,Going Bad (feat. Drake),Meek Mill,3089644,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019-08-01,usa
47,Time - Edit,NF,3017865,https://open.spotify.com/track/1gZFRYcPz3wKevEaNYRwfW,2019-08-01,usa
48,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2998193,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,2019-08-01,usa
49,Handsome,Chance the Rapper,2991472,https://open.spotify.com/track/1xsP6AITcWNigBYBYVnVZw,2019-08-01,usa
50,7 rings,Ariana Grande,2900862,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-08-01,usa
51,Hate Me (with Juice WRLD),Ellie Goulding,2897102,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,2019-08-01,usa
52,Pure Water (with Migos),Mustard,2866034,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,2019-08-01,usa
53,when the party's over,Billie Eilish,2848557,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019-08-01,usa
54,Call You Mine,The Chainsmokers,2830538,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,2019-08-01,usa
55,Eternal,Chance the Rapper,2829295,https://open.spotify.com/track/5LeStoyvjAHpM52IYogOq0,2019-08-01,usa
56,Sucker,Jonas Brothers,2822071,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2019-08-01,usa
57,Never Really Over,Katy Perry,2701138,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019-08-01,usa
58,Murder On My Mind,YNW Melly,2687644,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019-08-01,usa
59,We Go High,Chance the Rapper,2671483,https://open.spotify.com/track/01GmGxOPy22EdAZGC0X6q1,2019-08-01,usa
60,Tap (feat. Meek Mill),NAV,2669940,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO,2019-08-01,usa
61,RNP (feat. Anderson .Paak),YBN Cordae,2662791,https://open.spotify.com/track/5lw8Mgb4LyhriPIC86gV6e,2019-08-01,usa
62,lovely (with Khalid),Billie Eilish,2647313,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2019-08-01,usa
63,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,2641092,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,2019-08-01,usa
64,Better,Khalid,2612503,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019-08-01,usa
65,I.F.L.Y.,Bazzi,2605868,https://open.spotify.com/track/4R9ATNRRl1uth17i5qDCc0,2019-08-01,usa
66,Leave Me Alone,NF,2598960,https://open.spotify.com/track/3EtyEzMpfKSaoVhPunvbRV,2019-08-01,usa
67,Single Again,Big Sean,2590134,https://open.spotify.com/track/7IP0lO9tHfNwBWZ9X6TJ84,2019-08-01,usa
68,Eastside (with Halsey & Khalid),benny blanco,2569683,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019-08-01,usa
69,Lucid Dreams,Juice WRLD,2562338,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019-08-01,usa
70,Envy Me,Calboy,2558779,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx,2019-08-01,usa
71,i love you,Billie Eilish,2544713,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,2019-08-01,usa
72,My Type,Saweetie,2517286,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9,2019-08-01,usa
73,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,2512878,https://open.spotify.com/track/6woeVu3fVMflqen1t4N6pg,2019-08-01,usa
74,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,2504585,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg,2019-08-01,usa
75,Happier,Marshmello,2488322,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-08-01,usa
76,SICKO MODE,Travis Scott,2481685,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019-08-01,usa
77,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,2478738,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk,2019-08-01,usa
78,Paradise,Bazzi,2436535,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,2019-08-01,usa
79,Slide Around,Chance the Rapper,2413581,https://open.spotify.com/track/0QBRshHeQLEThdj2TqxM9n,2019-08-01,usa
80,bury a friend,Billie Eilish,2386814,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019-08-01,usa
81,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2374241,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2019-08-01,usa
82,Ballin Flossin,Chance the Rapper,2371756,https://open.spotify.com/track/4pnIUqhf1AQMFrJPd4BbrT,2019-08-01,usa
83,Post Malone (feat. RANI),Sam Feldt,2364131,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,2019-08-01,usa
84,Otro Trago - Remix,Sech,2360147,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-01,usa
85,On A Roll,Ashley O,2357961,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m,2019-08-01,usa
86,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,2354056,https://open.spotify.com/track/5WnfnSpuNEGXyEt78PBA6d,2019-08-01,usa
87,Robbery,Juice WRLD,2353237,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2019-08-01,usa
88,Better Now,Post Malone,2344337,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019-08-01,usa
89,rockstar (feat. 21 Savage),Post Malone,2338097,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019-08-01,usa
90,The Bones,Maren Morris,2329231,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL,2019-08-01,usa
91,Higher Love,Kygo,2313160,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2019-08-01,usa
92,The Search,NF,2299988,https://open.spotify.com/track/3oLe5ZILASG8vU5dxIMfLY,2019-08-01,usa
93,Mac 10,Trippie Redd,2295142,https://open.spotify.com/track/4e34Qq2lkp92egwgjacVcT,2019-08-01,usa
94,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2255412,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,2019-08-01,usa
95,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,2248569,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-01,usa
96,Cash Shit (feat. DaBaby),Megan Thee Stallion,2224733,https://open.spotify.com/track/2rMAtCaTj16NptyVfEIeAC,2019-08-01,usa
97,Juice,Lizzo,2222454,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl,2019-08-01,usa
98,LA CANCIÓN,J Balvin,2207331,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-01,usa
99,Uno,Ambjaay,2200513,https://open.spotify.com/track/3AEgic4yp82NxMWUjHtxnO,2019-08-01,usa
100,Soltera - Remix,Lunay,2195018,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-01,usa
101,Baby Sitter (feat. Offset),DaBaby,2187374,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk,2019-08-01,usa
102,Clout (feat. Cardi B),Offset,2178091,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd,2019-08-01,usa
103,When I Grow Up,NF,2170269,https://open.spotify.com/track/5rLyYxZNzca00ENADO9m54,2019-08-01,usa
104,I Got You (Always and Forever),Chance the Rapper,2164611,https://open.spotify.com/track/333OkWOgbV6C8I5wRLfuSx,2019-08-01,usa
105,Speechless,Dan + Shay,2164366,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF,2019-08-01,usa
106,Without Me,Halsey,2160443,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-08-01,usa
107,Look Back At It,A Boogie Wit da Hoodie,2158546,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,2019-08-01,usa
108,Daddy (feat. Rich The Kid),Blueface,2109425,https://open.spotify.com/track/6XkLPzkKzPhpr3hrvl1TUq,2019-08-01,usa
109,a lot,21 Savage,2093847,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2019-08-01,usa
110,SAD!,XXXTENTACION,2090224,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019-08-01,usa
111,Beautiful Crazy,Luke Combs,2084374,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,2019-08-01,usa
112,Whiskey Glasses,Morgan Wallen,2076526,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,2019-08-01,usa
113,Roo,Chance the Rapper,2073486,https://open.spotify.com/track/5LWprrbySabBAMm0aE447a,2019-08-01,usa
114,Dancing With A Stranger (with Normani),Sam Smith,2058274,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-08-01,usa
115,gone girl,iann dior,2057012,https://open.spotify.com/track/6G0FACzGN80Dj2v4ass5rq,2019-08-01,usa
116,"thank u, next",Ariana Grande,2039021,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-08-01,usa
117,Big Fish,Chance the Rapper,2027613,https://open.spotify.com/track/1CHhAINmT48RpXE5owAo3Q,2019-08-01,usa
118,"break up with your girlfriend, i'm bored",Ariana Grande,2012300,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019-08-01,usa
119,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2009583,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,2019-08-01,usa
120,SLOW DANCING IN THE DARK,Joji,1982281,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,2019-08-01,usa
121,The Big Day,Chance the Rapper,1978376,https://open.spotify.com/track/0XPpkGBVE0QIOGSvW1nMEz,2019-08-01,usa
122,Goin Baby,DaBaby,1974093,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS,2019-08-01,usa
123,Easier,5 Seconds of Summer,1958371,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,2019-08-01,usa
124,God's Country,Blake Shelton,1948530,https://open.spotify.com/track/1dyxS3YzBbL0t8rEVwVQ1K,2019-08-01,usa
125,Act Up,City Girls,1942619,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,2019-08-01,usa
126,Beer Never Broke My Heart,Luke Combs,1937749,https://open.spotify.com/track/7nfmK6oHPDlAd68A11d7AN,2019-08-01,usa
127,I Fall Apart,Post Malone,1926251,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2019-08-01,usa
128,La La Land (feat. YG),Bryce Vine,1917785,https://open.spotify.com/track/4cEONREpY8NQJMuGQP95Kl,2019-08-01,usa
129,Worth It,YK Osiris,1912763,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2,2019-08-01,usa
130,Broke As Fuck,YBN Cordae,1911133,https://open.spotify.com/track/1faIb3PPSzEifCHUOJ691R,2019-08-01,usa
131,High Hopes,Panic! At The Disco,1906363,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-08-01,usa
132,wish you were gay,Billie Eilish,1905598,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2019-08-01,usa
133,Nonstop,Drake,1902756,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,2019-08-01,usa
134,ZEZE (feat. Travis Scott & Offset),Kodak Black,1900821,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2019-08-01,usa
135,Shallow,Lady Gaga,1884810,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-08-01,usa
136,Saturday Nights,Khalid,1880914,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2019-08-01,usa
137,Change,NF,1875779,https://open.spotify.com/track/4cBlIM5AjnQ74f52Dv7T5K,2019-08-01,usa
138,Let's Go On The Run,Chance the Rapper,1875315,https://open.spotify.com/track/4LvRT9c5IKxC8GHVPAAaHb,2019-08-01,usa
139,Shotta Flow,NLE Choppa,1865378,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77,2019-08-01,usa
140,QUE PRETENDES,J Balvin,1857194,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-01,usa
141,Bohemian Rhapsody - Remastered 2011,Queen,1854919,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019-08-01,usa
142,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,1851232,https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE,2019-08-01,usa
143,Moonlight,XXXTENTACION,1838589,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019-08-01,usa
144,BROWN SKIN GIRL,Blue Ivy,1831621,https://open.spotify.com/track/0B3FovCVaGKS5w1FTidEUP,2019-08-01,usa
145,Homicide (feat. Eminem),Logic,1813219,https://open.spotify.com/track/7M2tXmeS15NAzEn7ABFeBg,2019-08-01,usa
146,Jocelyn Flores,XXXTENTACION,1807055,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019-08-01,usa
147,Youngblood,5 Seconds of Summer,1804050,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019-08-01,usa
148,I Like It,Cardi B,1803238,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019-08-01,usa
149,Con Calma,Daddy Yankee,1787690,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-01,usa
150,"Hey Look Ma, I Made It",Panic! At The Disco,1783672,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa,2019-08-01,usa
151,Tequila,Dan + Shay,1782998,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,2019-08-01,usa
152,No Me Conoce - Remix,Jhay Cortez,1775478,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-01,usa
153,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1773868,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,2019-08-01,usa
154,Only Human,Jonas Brothers,1766445,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,2019-08-01,usa
155,Overtime,Big Sean,1766240,https://open.spotify.com/track/2IoVnTEyj8NdFBpWoEFrMZ,2019-08-01,usa
156,My Stress,NF,1762704,https://open.spotify.com/track/0aQA9DP54h37OevE7hRc2a,2019-08-01,usa
157,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,1759544,https://open.spotify.com/track/36J0iaPDGbYGsHvYpaYs3k,2019-08-01,usa
158,Taste (feat. Offset),Tyga,1750926,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt,2019-08-01,usa
159,Faucet Failure,Ski Mask The Slump God,1747521,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,2019-08-01,usa
160,Young Dumb & Broke,Khalid,1735984,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2019-08-01,usa
161,Psycho (feat. Ty Dolla $ign),Post Malone,1731644,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019-08-01,usa
162,All Girls Are The Same,Juice WRLD,1721615,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,2019-08-01,usa
163,Knockin' Boots,Luke Bryan,1718133,https://open.spotify.com/track/6ERR6e7h6wCqGoz1TjiUJb,2019-08-01,usa
164,ocean eyes,Billie Eilish,1717946,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2019-08-01,usa
165,Bitchuary,Shordie Shordie,1715724,https://open.spotify.com/track/4dV3okcjbQwTcg4ObIGr4N,2019-08-01,usa
166,Yes Indeed,Lil Baby,1708891,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,2019-08-01,usa
167,comethru,Jeremy Zucker,1704505,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-08-01,usa
168,you should see me in a crown,Billie Eilish,1704085,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,2019-08-01,usa
169,MOOD 4 EVA (feat. Oumou Sangaré),Beyoncé,1693537,https://open.spotify.com/track/7oqftogUN82Q7VNy2TmTJW,2019-08-01,usa
170,Congratulations,Post Malone,1689969,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2019-08-01,usa
171,Noticed,Lil Mosey,1668868,https://open.spotify.com/track/7zLYKWcXnYeHHWidalz7rj,2019-08-01,usa
172,Only,NF,1664742,https://open.spotify.com/track/5lehoWkVPujeOAwb8BO0uK,2019-08-01,usa
173,I Like Me Better,Lauv,1663730,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-08-01,usa
174,i,Lil Skies,1660151,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,2019-08-01,usa
175,Feeling,Juice WRLD,1655370,https://open.spotify.com/track/2Jh3UqxnHJMyzMzku4uOtE,2019-08-01,usa
176,Leave Me Alone,Flipp Dinero,1655208,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2019-08-01,usa
177,Out The Mud,Lil Baby,1641538,https://open.spotify.com/track/2wZjsbwmWfNVslgV5afl1L,2019-08-01,usa
178,XO Tour Llif3,Lil Uzi Vert,1636083,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2019-08-01,usa
179,Shotta Flow 3,NLE Choppa,1630222,https://open.spotify.com/track/0OsYwz3SCLD98IvWfdLeRQ,2019-08-01,usa
180,Fuck Love (feat. Trippie Redd),XXXTENTACION,1627120,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2019-08-01,usa
181,Get A Bag,Chance the Rapper,1623674,https://open.spotify.com/track/3NEjuId3qYDT482ykUBbeI,2019-08-01,usa
182,Sweet but Psycho,Ava Max,1615874,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-08-01,usa
183,5 Year Plan,Chance the Rapper,1612081,https://open.spotify.com/track/2Jv5zlZ7iCZP7K1j26izha,2019-08-01,usa
184,Mo Bamba,Sheck Wes,1610700,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,2019-08-01,usa
185,idontwannabeyouanymore,Billie Eilish,1610397,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,2019-08-01,usa
186,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,1606739,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,2019-08-01,usa
187,Mixed Personalities (feat. Kanye West),YNW Melly,1605596,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,2019-08-01,usa
188,Nate,NF,1602835,https://open.spotify.com/track/1SDtZ69uALD5zW8k9S8hTf,2019-08-01,usa
189,i'm so tired...,Lauv,1601758,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-08-01,usa
190,Returns,NF,1589947,https://open.spotify.com/track/2uEuo87JC9tc1dzmPUtOxj,2019-08-01,usa
191,God's Plan,Drake,1586032,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019-08-01,usa
192,Armed And Dangerous,Juice WRLD,1572355,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,2019-08-01,usa
193,Rescue Me,OneRepublic,1571752,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,2019-08-01,usa
194,Sun Come Down,Chance the Rapper,1562129,https://open.spotify.com/track/6MHwMfBCNVCE49tBAVWNJK,2019-08-01,usa
195,Ric Flair Drip (& Metro Boomin),Offset,1560843,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2019-08-01,usa
196,Location,Khalid,1552270,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2019-08-01,usa
